0.00018562 5360
0.00130244 5896
0.00319044 6432
0.00507844 6968
0.00696644 7504
0.00885444 8040
0.0107424 8576
0.0126304 9112
0.0145184 9648
0.0164064 10184
0.0182944 10720
0.0201824 11256
0.0220704 11792
0.0239584 12328
0.0258464 12864
0.0277344 13400
0.0296224 13936
0.0315104 14472
0.0333984 15008
0.0352864 15544
0.0371744 16080
0.0390624 16616
0.0409504 17152
0.0428384 17688
0.0447264 18224
0.0466144 18760
0.0485024 19296
0.0520768 19832
0.0539648 20368
0.0558528 20904
0.0577408 21440
0.0596288 21976
0.0615168 22512
0.0634048 23048
0.0652928 23584
0.0671808 24120
0.0690688 24656
0.0709568 25192
0.0728448 25728
0.0747328 26264
0.0766208 26800
0.0785088 27336
0.0803968 27872
0.0822848 28408
0.0841728 28944
0.0860608 29480
0.0879488 30016
0.0898368 30552
0.0934112 31088
0.0952992 31624
0.0971872 32160
0.0990752 32696
0.100963 33232
0.102851 33768
0.104739 34304
0.106627 34840
0.108515 35376
0.110403 35912
0.112291 36448
0.114179 36984
0.116067 37520
0.117955 38056
0.119843 38592
0.121731 39128
0.123619 39664
0.125507 40200
0.127395 40736
0.129283 41272
0.131171 41808
0.134746 42344
0.136634 42880
0.138522 43416
0.14041 43952
0.142298 44488
0.144186 45024
0.146074 45560
0.147962 46096
0.14985 46632
0.151738 47168
0.153626 47704
0.155514 48240
0.157402 48776
0.15929 49312
0.161178 49848
0.163066 50384
0.164954 50920
0.166842 51456
0.16873 51992
0.170618 52528
0.172506 53064
0.17608 53600
0.177968 54136
0.179856 54672
0.181744 55208
0.183632 55744
0.18552 56280
0.18552 28408
0.187408 28418
0.189296 28428
0.191184 28438
0.193072 28448
0.19496 28458
0.196848 28468
0.198736 28478
0.200624 28488
0.202512 28498
0.2044 28508
0.206288 28518
0.208176 28528
0.210064 28538
0.213638 28548
0.215526 28558
0.217414 28568
0.219302 28578
0.22119 28588
0.223078 28598
0.224966 28608
0.226854 28618
0.228742 28628
0.23063 28638
0.232518 28648
0.234406 28658
0.236294 28668
0.238182 28678
0.24007 28688
0.241958 28698
0.243846 28708
0.245734 28718
0.247622 28728
0.24951 28738
0.251398 28747
0.253286 28756
0.255174 28765
0.258749 28774
0.260637 28783
0.262525 28792
0.264413 28801
0.266301 28810
0.268189 28819
0.270077 28828
0.271965 28837
0.273853 28846
0.275741 28855
0.277629 28864
0.279517 28873
0.281405 28882
0.283293 28891
0.285181 28900
0.290442 28909
0.29233 28918
0.294218 28927
0.296106 28936
0.297994 28945
0.299882 28954
0.303456 28963
0.305344 28972
0.307232 28981
0.30912 28990
0.311008 28999
0.312896 29008
0.314784 29017
0.316672 29026
0.31856 29035
0.320448 29044
0.322336 29053
0.324224 29062
0.326112 29071
0.329686 29080
0.331574 29089
0.333462 29098
0.33535 29107
0.337238 29116
0.339126 29125
0.341014 29134
0.342902 29143
0.34479 29152
0.346678 29161
0.348566 29170
0.350454 29179
0.352342 29188
0.35423 29197
0.357805 29206
0.359693 29215
0.361581 29224
0.363469 29233
0.365357 29242
0.367245 29251
0.369133 29260
0.371021 29269
0.372909 29278
0.374797 29287
0.376685 29296
0.378573 29305
0.380461 29314
0.384035 29323
0.385923 29332
0.387811 29341
0.389699 29350
0.391587 29359
0.393475 29368
0.395363 29377
0.397251 29386
0.399139 29395
0.401027 29404
0.402915 29413
0.404803 29422
0.406691 29431
0.408579 29440
0.412154 29449
0.414042 29458
0.41593 29467
0.417818 29476
0.419706 29485
0.421594 29494
0.423482 29503
0.42537 29512
0.427258 29521
0.429146 29530
0.431034 29539
0.432922 29548
0.43481 29557
0.438384 29566
0.440272 29575
0.44216 29584
0.444048 29593
0.445936 29602
0.447824 29611
0.449712 29620
0.4516 29629
0.453488 29638
0.455376 29647
0.457264 29656
0.459152 29665
0.46104 29674
0.462928 29683
0.466502 29692
0.46839 29701
0.470278 29710
0.472166 29719
0.474054 29728
0.475942 29737
0.47783 29746
0.479718 29755
0.481606 29764
0.483494 29773
0.485382 29782
0.48727 29791
0.489158 29800
0.492733 29809
0.494621 29818
0.496509 29827
0.498397 29836
0.500285 29845
0.502173 29854
0.504061 29863
0.505949 29872
0.507837 29881
0.509725 29890
0.511613 29899
0.513501 29908
0.515389 29917
0.517277 29926
0.520851 29935
0.522739 29944
0.524627 29953
0.526515 29962
0.528403 29971
0.530291 29980
0.532179 29989
0.534067 29998
0.535955 30007
0.537843 30016
0.539731 30025
0.541619 30034
0.543507 30043
0.547082 30052
0.54897 30061
0.550858 30070
0.552746 30079
0.554634 30088
0.556522 30097
0.55841 30106
0.560298 30115
0.562186 30124
0.564074 30133
0.565962 30142
0.56785 30151
0.569738 30160
0.571626 30169
0.5752 30178
0.577088 30187
0.578976 30196
0.580864 30205
0.582752 30214
0.58464 30223
0.586528 30232
0.588416 30241
0.590304 30250
0.592192 30259
0.59408 30268
0.595968 30277
0.597856 30286
0.599744 30295
0.603318 30304
0.605206 30313
0.607094 30322
0.608982 30331
0.61087 30340
0.612758 30349
0.614646 30358
0.616534 30367
0.618422 30376
0.62031 30385
0.622198 30394
0.624086 30403
0.625974 30412
0.627862 30421
0.631437 30430
0.633325 30439
0.635213 30448
0.637101 30457
0.638989 30466
0.640877 30475
0.642765 30484
0.644653 30493
0.646541 30502
0.648429 30511
