1.56453 1
2.6044 2
3.42923 3
3.57879 4
4.35878 5
7.56424 6
10.2094 7
10.7311 8
12.3723 9
14.028 10
14.5958 11
15.3835 12
16.5583 13
16.6386 14
19.4555 15
20.113 16
23.6851 17
25.1373 18
26.6686 19
26.7169 20
26.8479 21
26.9932 22
27.2686 23
27.4844 24
28.4731 25
28.4991 26
28.7493 27
29.1084 28
29.2593 29
29.5967 30
31.7187 31
33.8122 32
34.1086 33
36.1508 34
36.1904 35
36.9968 36
38.0886 37
38.9566 38
41.52 39
43.9397 40
45.0245 41
50.9524 42
51.0424 43
52.2456 44
52.3655 45
52.8574 46
53.2228 47
53.4468 48
54.2967 49
54.8908 50
57.6531 51
57.7201 52
63.9099 53
66.6116 54
68.2259 55
68.3212 56
68.426 57
72.084 58
72.7835 59
76.5822 60
76.6954 61
79.7691 62
79.973 63
82.0715 64
82.2632 65
82.6455 66
82.9079 67
83.1788 68
88.0027 69
89.6887 70
89.8067 71
91.8693 72
94.5153 73
94.7277 74
95.1761 75
97.4417 76
97.5928 77
97.8873 78
98.0818 79
